Date,Open,High,Low,Close,Adj Close,Volume
2021-09-15,142.149994,142.240005,135.839996,137.039993,136.486267,6359000
2021-09-16,137.910004,139.699997,135.529999,135.960007,135.410645,4637600
2021-09-17,135.169998,135.559998,133.199997,133.880005,133.339050,4178700
2021-09-20,131.979996,132.529999,128.759995,130.089996,129.564362,3533200
2021-09-21,130.009995,130.500000,126.559998,126.760002,126.247818,3689800
2021-09-22,126.190002,127.620003,124.879997,126.400002,125.889275,4214400
2021-09-23,126.989998,129.119995,126.120003,127.889999,127.373253,2571600
2021-09-24,127.040001,130.020004,126.860001,129.899994,129.375122,2327300
2021-09-27,129.270004,132.559998,128.940002,131.979996,131.446732,3326800
2021-09-28,131.860001,135.000000,131.520004,133.770004,133.229492,4349800
2021-09-29,133.850006,139.589996,133.809998,137.940002,137.382645,5656600
2021-09-30,139.309998,144.130005,138.850006,142.250000,141.675232,5017700
2021-10-01,141.899994,144.110001,139.539993,143.589996,143.009811,3196200
2021-10-04,143.360001,145.460007,140.020004,143.160004,142.581558,3215700
2021-10-05,143.130005,144.729996,142.600006,144.089996,143.507797,2682100
2021-10-06,143.580002,143.580002,132.860001,134.070007,133.528290,8344300
2021-10-07,134.759995,138.119995,134.399994,137.589996,137.034058,3627300
2021-10-08,137.479996,140.559998,137.410004,139.990005,139.424362,2163000
2021-10-11,139.919998,140.610001,137.509995,139.470001,138.906464,1908200
2021-10-12,139.529999,139.830002,136.000000,136.669998,136.117783,3091900
2021-10-13,136.960007,137.759995,132.949997,136.440002,135.888702,3097400
2021-10-14,136.720001,137.660004,134.619995,135.710007,135.161652,2434400
2021-10-15,135.850006,136.690002,133.270004,134.750000,134.205536,3298800
2021-10-18,134.649994,135.729996,134.199997,134.710007,134.165695,1755900
2021-10-19,135.479996,136.770004,134.500000,136.750000,136.197464,1614400
2021-10-20,137.460007,139.320007,137.210007,139.199997,138.637543,1763200
2021-10-21,139.210007,140.839996,138.270004,140.630005,140.061783,1853600
2021-10-22,141.000000,144.160004,140.600006,141.070007,140.500000,2495300
2021-10-25,141.110001,143.789993,140.500000,142.190002,141.615463,2155600
2021-10-26,142.919998,144.110001,141.720001,142.399994,141.824615,1543000
2021-10-27,142.679993,142.759995,140.309998,140.369995,139.802826,1697000
2021-10-28,140.250000,141.190002,139.100006,140.229996,139.663391,1372600
2021-10-29,140.419998,140.839996,138.910004,140.250000,139.683304,1990500
2021-11-01,140.910004,143.410004,140.020004,141.770004,141.197159,2068300
2021-11-02,141.559998,141.750000,138.740005,140.169998,139.603622,2514400
2021-11-03,137.699997,140.720001,136.419998,139.500000,138.936340,3562300
2021-11-04,143.380005,146.720001,142.000000,142.479996,141.904297,3496100
2021-11-05,144.190002,144.699997,138.610001,139.570007,139.006073,2757800
2021-11-08,139.990005,140.320007,137.639999,138.160004,137.601761,2538200
2021-11-09,139.350006,141.000000,138.669998,139.789993,139.225159,1796000
2021-11-10,139.669998,141.960007,138.500000,139.279999,138.717224,2058800
2021-11-11,140.149994,145.809998,139.750000,144.449997,143.866333,3109500
2021-11-12,143.860001,146.589996,143.539993,145.440002,144.852341,1613600
2021-11-15,143.610001,144.389999,137.639999,141.279999,140.709152,3850900
2021-11-16,141.169998,143.360001,138.570007,139.559998,138.996094,2977500
2021-11-17,138.619995,140.699997,137.600006,138.139999,137.581833,2245900
2021-11-18,137.279999,137.820007,135.110001,137.330002,136.775101,4120500
2021-11-19,137.259995,137.419998,132.190002,132.389999,131.855087,3972400
2021-11-22,131.699997,131.830002,125.309998,126.279999,125.769760,5198500
2021-11-23,125.750000,129.210007,125.589996,128.410004,127.891159,3765400
2021-11-24,128.250000,128.570007,124.809998,126.650002,126.138268,2851100
2021-11-26,130.800003,130.889999,125.470001,125.970001,125.461006,2264100
2021-11-29,125.900002,126.110001,123.070000,124.879997,124.375412,2279200
2021-11-30,125.879997,128.589996,123.279999,124.220001,123.718079,5192800
2021-12-01,125.099998,125.959999,120.080002,120.230003,119.744202,3654100
2021-12-02,120.650002,123.760002,120.650002,122.589996,122.094666,3107200
2021-12-03,123.639999,125.599998,123.089996,125.269997,124.763832,3371300
2021-12-06,127.440002,127.809998,124.879997,126.309998,125.799629,2863800
2021-12-07,127.250000,128.000000,125.930000,126.150002,125.809608,2650200
2021-12-08,126.379997,127.330002,125.129997,126.370003,126.029015,2553700
2021-12-09,126.489998,126.879997,124.690002,125.000000,124.662704,2485300
2021-12-10,126.150002,127.370003,124.660004,125.639999,125.300987,2186600
2021-12-13,125.639999,128.300003,125.639999,126.769997,126.427925,2292900
2021-12-14,125.980003,128.339996,125.980003,126.849998,126.507713,2107800
2021-12-15,127.699997,129.240005,125.820000,128.899994,128.552170,2471000
2021-12-16,128.610001,129.779999,128.020004,129.389999,129.040863,1694800
2021-12-17,129.339996,130.800003,127.279999,127.519997,127.175903,3502800
2021-12-20,126.459999,130.130005,126.459999,129.919998,129.569443,2592100
2021-12-21,130.970001,132.320007,129.190002,132.169998,131.813354,2251400
2021-12-22,132.080002,133.250000,130.550003,131.470001,131.115250,2153700
2021-12-23,131.279999,133.009995,130.860001,132.539993,132.182358,1594000
2021-12-27,133.270004,133.750000,132.300003,133.039993,132.681015,1377300
2021-12-28,133.240005,134.970001,133.039993,133.470001,133.109863,1230700
2021-12-29,133.899994,134.169998,131.889999,133.139999,132.780746,912300
2021-12-30,133.699997,135.600006,133.699997,134.460007,134.097198,1177000
2021-12-31,134.460007,134.990005,131.649994,131.899994,131.544083,1610900
2022-01-03,131.929993,135.979996,131.750000,134.949997,134.585846,2033900
2022-01-04,134.320007,136.300003,133.779999,135.759995,135.393677,2110800
2022-01-05,136.300003,137.479996,133.630005,133.800003,133.438965,2531600
2022-01-06,133.279999,133.970001,129.419998,129.690002,129.340057,2270700
2022-01-07,129.089996,132.470001,127.279999,131.779999,131.424423,2436000
2022-01-10,131.410004,132.169998,128.149994,128.899994,128.552170,3053200
2022-01-11,127.570000,130.960007,127.550003,130.800003,130.447067,1797200
2022-01-12,131.240005,132.910004,129.970001,132.500000,132.142471,1677700
2022-01-13,133.029999,133.029999,130.509995,130.839996,130.486954,1343500
2022-01-14,130.039993,130.750000,128.720001,130.440002,130.088043,1633400
2022-01-18,138.440002,142.550003,133.449997,133.910004,133.548676,8758900
2022-01-19,135.520004,138.220001,134.699997,136.910004,136.540588,3820300
2022-01-20,137.850006,141.990005,137.850006,138.880005,138.505264,3116900
2022-01-21,138.279999,140.690002,138.089996,139.009995,138.634903,3120000
2022-01-24,137.089996,139.399994,131.899994,135.199997,134.835175,4262100
2022-01-25,133.570007,134.020004,129.539993,131.009995,130.656494,2386400
2022-01-26,131.070007,132.330002,128.830002,129.979996,129.629257,2333800
2022-01-27,130.770004,134.039993,130.649994,131.059998,130.706360,1781500
2022-01-28,131.160004,132.229996,129.580002,131.919998,131.564026,2155000
2022-01-31,131.149994,135.740005,129.240005,132.660004,132.302048,4471000
2022-02-01,133.080002,133.460007,129.070007,129.940002,129.589386,3828000
2022-02-02,125.720001,137.589996,125.610001,137.169998,136.799866,5723700
2022-02-03,135.279999,139.610001,134.289993,137.289993,136.919540,3409200
2022-02-04,135.350006,138.380005,134.690002,137.710007,137.338425,2397200
2022-02-07,138.000000,138.080002,135.600006,136.399994,136.031952,1726100
2022-02-08,136.320007,137.250000,134.250000,134.369995,134.007416,2264900
2022-02-09,135.759995,136.000000,132.580002,135.789993,135.423584,1955800
2022-02-10,133.190002,136.899994,133.190002,134.979996,134.615784,1718600
2022-02-11,134.979996,136.419998,133.800003,134.100006,133.738159,1647900
2022-02-14,133.880005,134.460007,132.440002,133.399994,133.040039,1680500
2022-02-15,134.399994,135.460007,133.360001,134.500000,134.137070,1739100
2022-02-16,133.750000,134.600006,131.460007,133.289993,132.930344,2369300
2022-02-17,133.070007,133.070007,129.929993,130.399994,130.048126,1735700
2022-02-18,130.009995,131.169998,128.919998,129.330002,128.981033,2002000
2022-02-22,128.050003,129.639999,126.599998,127.089996,126.747063,2182600
2022-02-23,127.879997,129.250000,126.480003,126.720001,126.378067,1908600
2022-02-24,123.910004,127.669998,123.800003,127.500000,127.155968,2083600
2022-02-25,128.339996,129.029999,126.860001,128.710007,128.362701,2058600
2022-02-28,127.760002,131.490005,127.760002,130.089996,129.738983,3489100
2022-03-01,130.550003,131.589996,127.529999,128.149994,127.804199,1420400
2022-03-02,128.240005,129.720001,127.620003,129.259995,128.911209,1641800
2022-03-03,130.190002,130.399994,127.430000,127.839996,127.495041,1305700
2022-03-04,126.779999,127.690002,126.239998,126.489998,126.148689,1845600
2022-03-07,126.470001,128.550003,125.070000,126.260002,125.919312,2060200
2022-03-08,125.480003,125.870003,122.199997,122.669998,122.503937,2211600
2022-03-09,124.040001,125.959999,123.290001,125.519997,125.350075,2139500
2022-03-10,124.629997,125.980003,122.660004,123.680000,123.512573,1222000
2022-03-11,124.629997,125.459999,122.169998,122.330002,122.164398,1195200
2022-03-14,122.180000,122.430000,118.239998,119.129997,118.968727,1968000
2022-03-15,119.139999,121.110001,117.580002,120.800003,120.636475,1815900
2022-03-16,121.290001,123.889999,121.129997,123.800003,123.632408,1627800
2022-03-17,123.440002,125.239998,122.669998,125.180000,125.010536,1297300
2022-03-18,124.269997,126.480003,123.389999,126.279999,126.109047,2653400
2022-03-21,125.089996,126.400002,124.639999,125.559998,125.390022,1222100
2022-03-22,125.949997,128.179993,124.750000,127.930000,127.756813,1710000
2022-03-23,127.379997,128.059998,124.059998,124.639999,124.471268,2158400
2022-03-24,125.059998,125.570000,123.629997,125.570000,125.400009,2273400
2022-03-25,126.029999,127.510002,125.300003,127.320000,127.147644,1315600
2022-03-28,127.669998,128.119995,126.150002,128.039993,127.866661,1066000
2022-03-29,129.229996,129.720001,127.300003,128.830002,128.655594,1495300
2022-03-30,128.029999,128.869995,127.129997,127.680000,127.507156,1097000
2022-03-31,128.179993,128.190002,125.849998,126.510002,126.338737,1751000
2022-04-01,126.849998,127.190002,123.339996,125.230003,125.060478,2194000
2022-04-04,125.809998,128.559998,125.449997,128.020004,127.846695,1522600
2022-04-05,127.150002,128.729996,125.500000,125.860001,125.689621,1012400
2022-04-06,125.260002,126.989998,124.360001,124.849998,124.680984,1972000
2022-04-07,124.940002,125.339996,122.529999,123.400002,123.232948,1758000
2022-04-08,122.879997,124.570000,122.230003,123.480003,123.312843,1282400
2022-04-11,123.220001,124.720001,122.330002,122.580002,122.414063,1793100
2022-04-12,123.370003,124.550003,122.949997,123.570000,123.402718,2581800
2022-04-13,123.989998,124.150002,122.279999,123.620003,123.452652,1532600
2022-04-14,123.629997,123.959999,121.190002,122.599998,122.434029,2036400
2022-04-18,122.339996,123.449997,121.150002,122.160004,121.994629,1536600
2022-04-19,120.120003,124.309998,120.120003,124.040001,123.872086,1547300
2022-04-20,124.099998,124.849998,123.129997,123.309998,123.143066,1571600
2022-04-21,123.430000,125.680000,123.430000,123.739998,123.572487,2442400
2022-04-22,124.830002,128.550003,123.629997,128.089996,127.916595,4237300
2022-04-25,127.730003,128.679993,125.169998,128.149994,127.976509,2718400
2022-04-26,127.769997,128.009995,124.339996,124.629997,124.461281,1911600
2022-04-27,124.470001,124.599998,121.010002,121.220001,121.055901,2553100
2022-04-28,122.820000,124.300003,121.669998,123.410004,123.242935,1663000
2022-04-29,123.010002,124.019997,117.739998,118.050003,117.890198,3008100
2022-05-02,118.750000,121.570000,117.750000,120.000000,119.837555,2932200
2022-05-03,120.050003,122.690002,120.019997,122.510002,122.344154,2319200
2022-05-04,122.879997,123.849998,120.349998,123.720001,123.552513,1865200
2022-05-05,123.089996,123.589996,118.300003,119.610001,119.448082,2135300
2022-05-06,119.160004,119.500000,114.389999,115.290001,115.133926,2122500
2022-05-09,114.290001,114.790001,111.699997,112.040001,111.888329,3465600
2022-05-10,113.059998,113.629997,109.239998,111.599998,111.448921,6505800
2022-05-11,114.599998,126.269997,114.110001,120.489998,120.326889,7986700
2022-05-12,118.320000,122.160004,118.320000,120.949997,120.786263,4545000
2022-05-13,121.620003,125.279999,121.139999,124.940002,124.770866,3682500
2022-05-16,125.000000,128.899994,124.419998,127.389999,127.217545,2901900
2022-05-17,126.610001,132.580002,126.550003,128.470001,128.296082,3920200
2022-05-18,126.900002,130.110001,126.559998,128.970001,128.795410,4177100
2022-05-19,129.020004,133.139999,128.449997,130.020004,129.843994,3542800
2022-05-20,130.820007,132.580002,126.519997,130.759995,130.582977,4727700
2022-05-23,134.559998,137.729996,132.619995,133.770004,133.588913,4589800
2022-05-24,132.699997,137.789993,132.490005,136.679993,136.494965,4920100
2022-05-25,135.960007,137.660004,134.470001,137.350006,137.164063,2717200
2022-05-26,137.479996,139.250000,137.330002,138.679993,138.492249,1685600
2022-05-27,139.000000,140.160004,137.550003,138.529999,138.342468,2411900
2022-05-31,137.899994,139.259995,136.320007,138.649994,138.462296,2880300
2022-06-01,139.419998,140.100006,137.479996,139.529999,139.341110,2134500
2022-06-02,138.729996,141.740005,137.619995,141.500000,141.308441,2868100
2022-06-03,140.690002,142.789993,140.160004,141.000000,140.809128,2924200
2022-06-06,141.460007,142.229996,139.869995,140.350006,140.160004,1649200
2022-06-07,139.029999,141.020004,138.720001,140.970001,140.970001,1847200
2022-06-08,140.630005,141.470001,138.750000,139.220001,139.220001,1702500
2022-06-09,138.330002,140.179993,135.779999,135.809998,135.809998,2239800
2022-06-10,133.529999,134.979996,132.750000,133.440002,133.440002,2052800
2022-06-13,131.259995,131.910004,128.669998,128.759995,128.759995,2809700
2022-06-14,129.160004,129.770004,126.279999,127.370003,127.370003,2422100
2022-06-15,127.650002,130.600006,127.050003,129.259995,129.259995,2210100
2022-06-16,126.870003,128.729996,126.029999,127.980003,127.980003,2329600
2022-06-17,127.760002,129.539993,125.849998,128.539993,128.539993,3726000
2022-06-21,129.779999,130.940002,128.580002,130.389999,130.389999,2222900
2022-06-22,129.199997,130.729996,128.820007,129.029999,129.029999,2083500
2022-06-23,128.979996,130.000000,127.709999,128.960007,128.960007,2048700
2022-06-24,130.199997,131.050003,128.539993,130.199997,130.199997,6940500
2022-06-27,129.119995,129.789993,123.239998,125.599998,125.599998,3597600
2022-06-28,125.910004,126.570000,122.610001,122.879997,122.879997,3250600
2022-06-29,123.050003,124.019997,121.680000,122.830002,122.830002,1973600
2022-06-30,122.430000,123.349998,121.070000,121.650002,121.650002,2319000
2022-07-01,120.900002,123.019997,120.709999,122.730003,122.730003,1185900
2022-07-05,121.519997,125.000000,120.540001,124.750000,124.750000,1773100
2022-07-06,124.889999,125.269997,123.500000,124.349998,124.349998,1517600
2022-07-07,124.139999,126.349998,123.769997,125.599998,125.599998,1770100
2022-07-08,124.830002,126.449997,124.199997,125.629997,125.629997,1386000
2022-07-11,125.300003,125.610001,123.680000,123.839996,123.839996,1291300
2022-07-12,123.730003,124.980003,121.730003,121.980003,121.980003,1250000
2022-07-13,120.250000,122.389999,119.540001,121.680000,121.680000,1726000
2022-07-14,121.050003,122.400002,120.190002,122.290001,122.290001,1315300
2022-07-15,122.750000,124.120003,122.720001,123.160004,123.160004,1244600
2022-07-18,124.120003,125.220001,123.190002,123.620003,123.620003,1584500
2022-07-19,124.709999,126.879997,124.089996,126.750000,126.750000,1854800
2022-07-20,126.790001,128.270004,126.220001,127.589996,127.589996,1365100
2022-07-21,128.110001,130.380005,127.220001,130.210007,130.210007,2306100
2022-07-22,130.009995,132.020004,129.770004,130.160004,130.160004,1486200
2022-07-25,130.000000,130.850006,129.509995,129.919998,129.919998,1404600
2022-07-26,130.720001,133.460007,129.770004,130.750000,130.750000,1571300
2022-07-27,130.460007,132.960007,129.809998,132.179993,132.179993,1697900
2022-07-28,132.490005,133.619995,131.399994,133.179993,133.179993,1441100
